Name,Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22
cjsidrirewdskt,0,13,5451,232.5384615,389.3571429,16.60989011,0.928571429,0.928571429,1.306397393,12,191641,4941.583333,13688.64286,352.9702381,0.857142857,0.857142857,0.96899107,3,0.214285714,1,5.035714286,4,0
xfwdzsdcxx,0,9,4845,511.2222222,484.5,51.12222222,0.9,0.9,1.372529011,8,149809,19384.25,14980.9,1938.425,0.8,0.8,1.108544549,0,0,1,2.243,0,0
vxgfgg,0,5,2369,616.4,394.8333333,102.7333333,0.833333333,0.833333333,0.740486957,4,80967,22137.25,13494.5,3689.541667,0.666666667,0.666666667,0.630073901,0,0,1,1.818333333,0,0
jpcdpgxyvtmfwe,0,13,6872,469.2307692,490.8571429,33.51648352,0.928571429,0.928571429,1.930898798,12,228890,15192.91667,16349.28571,1085.208333,0.857142857,0.857142857,1.713388571,1,0.071428571,1,2.976428571,1,0
vzws032eltgwzp5l2wxp45t8,0,23,18795,723.0434783,783.125,30.12681159,0.958333333,0.958333333,2.867559061,22,685099,27125.90909,28545.79167,1130.246212,0.916666667,0.916666667,2.787837341,1,0.041666667,1,2.258333333,0,0
irstkcmwrqedwqu,0,14,7280,419.1428571,485.3333333,27.94285714,0.933333333,0.933333333,1.652169674,13,252438,13736.15385,16829.2,915.7435897,0.866666667,0.866666667,1.579918169,3,0.2,1,4.068666667,0,0
rkfelpkrulvvdih,0,14,6751,316.2142857,450.0666667,21.08095238,0.933333333,0.933333333,1.723243912,13,244354,9033.384615,16290.26667,602.225641,0.866666667,0.866666667,1.441787604,3,0.2,1,3.962666667,0,0
ap6r68xskicq1tpym3r1ceub1y,0,25,16858,647.28,648.3846154,24.89538462,0.961538462,0.961538462,2.720542248,24,600218,23769,23085.30769,914.1923077,0.923076923,0.923076923,2.79583933,4,0.153846154,1,3.139615385,1,0
qvkeoigbocyukx,0,13,5870,392.0769231,419.2857143,28.00549451,0.928571429,0.928571429,1.542348998,12,207400,12499.58333,14814.28571,892.827381,0.857142857,0.857142857,1.289638869,5,0.357142857,1,3.652857143,0,0
aioqxkkeg,0,8,3329,463.375,369.8888889,51.48611111,0.888888889,0.888888889,0.816988697,7,120284,20719.71429,13364.88889,2302.190476,0.777777778,0.777777778,0.739219535,4,0.444444444,1,4.533333333,2,0
qclyuktjnrce,0,11,5576,358.5454545,464.6666667,29.87878788,0.916666667,0.916666667,1.437271788,10,208569,13610.8,17380.75,1134.233333,0.833333333,0.833333333,1.155841082,2,0.166666667,1,4.0275,0,0
qxbbimcgqdext,0,12,4500,462.25,346.1538462,35.55769231,0.923076923,0.923076923,1.366210225,11,136716,11149.09091,10516.61538,857.6223776,0.846153846,0.846153846,1.185877483,2,0.153846154,1,3.263076923,2,0
qymqcailexnlfyi,0,14,6597,377.1428571,439.8,25.14285714,0.933333333,0.933333333,1.498851239,13,215344,12627.46154,14356.26667,841.8307692,0.866666667,0.866666667,1.40628676,4,0.266666667,1,4.173333333,1,0
piyufsbh,0,7,3548,365.7142857,443.5,45.71428571,0.875,0.875,1.014149916,6,132929,9594.333333,16616.125,1199.291667,0.75,0.75,0.770232994,2,0.25,1,3.52375,1,0
xfiisvlreshey,0,12,5629,249.6666667,433,19.20512821,0.923076923,0.923076923,1.163905041,11,206909,6046.181818,15916.07692,465.0909091,0.846153846,0.846153846,0.910233491,4,0.307692308,1,5.09,5,0
kdelljqbcww,0,10,3493,465.8,317.5454545,42.34545455,0.909090909,0.909090909,1.151794426,9,99857,12180.88889,9077.909091,1107.353535,0.818181818,0.818181818,0.9861772,1,0.090909091,1,3.040909091,2,0
xyrasqpwtiekc,0,12,6855,350.25,527.3076923,26.94230769,0.923076923,0.923076923,1.35587526,11,245660,11746.36364,18896.92308,903.5664336,0.846153846,0.846153846,1.123494288,3,0.230769231,1,4.455384615,2,0
kpgohlyxg,0,8,4294,415.5,477.1111111,46.16666667,0.888888889,0.888888889,1.128867144,7,129526,12306.14286,14391.77778,1367.349206,0.777777778,0.777777778,0.843828637,1,0.111111111,1,2.937777778,2,0
odntwubduytuet,0,13,7116,247.1538462,508.2857143,17.65384615,0.928571429,0.928571429,1.48264582,12,263612,7378.333333,18829.42857,527.0238095,0.857142857,0.857142857,1.337101772,5,0.357142857,1,4.487857143,0,0
sjhuwriaiaggxru,0,13,6295,370.3846154,419.6666667,24.69230769,0.866666667,0.933333333,1.524156737,13,213537,12556.84615,14235.8,837.1230769,0.866666667,0.866666667,1.326193062,6,0.4,1,4.606666667,1,0
waomaapcq,0,8,2537,238.5,281.8888889,26.5,0.888888889,0.888888889,0.824649511,7,92672,6609.142857,10296.88889,734.3492063,0.777777778,0.777777778,0.630233201,4,0.444444444,1,5.21,0,0
cxbjb,0,4,1368,667.75,273.6,133.55,0.8,0.8,0.615592851,3,38812,28288,7762.4,5657.6,0.6,0.6,0.406247384,0,0,1,1.926,0,0
ekhvqkojgeorwab,0,14,6017,419.2142857,401.1333333,27.94761905,0.933333333,0.933333333,1.53064385,13,228230,11881.92308,15215.33333,792.1282051,0.866666667,0.866666667,1.402512545,5,0.333333333,1,4.272666667,1,0
37mfr1ux8v9anvu35g57nkux,0,22,18854,804.4090909,785.5833333,33.51704545,0.916666667,0.958333333,2.297477424,22,686290,31804.72727,28595.41667,1325.19697,0.916666667,0.916666667,2.132752535,4,0.166666667,1,2.176666667,1,0
dydmmxxapkalhv,0,13,5608,338.1538462,400.5714286,24.15384615,0.928571429,0.928571429,1.687286242,12,201853,9309.5,14418.07143,664.9642857,0.857142857,0.857142857,1.384518031,2,0.142857143,1,3.454285714,0,0
qnjuzwjpm,0,8,5035,558.5,559.4444444,62.05555556,0.888888889,0.888888889,1.19426258,7,169029,21308,18781,2367.555556,0.777777778,0.777777778,0.861917502,1,0.111111111,1,2.091111111,0,0
qmjjdvekaext,0,11,4343,404.2727273,361.9166667,33.68939394,0.916666667,0.916666667,1.402832257,10,130794,12898.5,10899.5,1074.875,0.833333333,0.833333333,0.954433785,3,0.25,1,3.895,1,0
ytjdwgdkmcifwe,0,13,5648,408.6923077,403.4285714,29.19230769,0.928571429,0.928571429,1.832969538,12,182328,15588.25,13023.42857,1113.446429,0.857142857,0.857142857,1.65498926,2,0.142857143,1,3.397857143,2,0
gfchuehrmuahd,0,12,4182,260.25,321.6923077,20.01923077,0.923076923,0.923076923,1.50571649,11,148348,5476.272727,11411.38462,421.2517483,0.846153846,0.846153846,1.030895904,4,0.307692308,1,4.168461538,4,0
1vg7buv7h2rshkhgxxzyp8arw,0,24,16516,660.0416667,660.64,26.40166667,0.96,0.96,2.743649938,23,601732,23529.30435,24069.28,941.1721739,0.92,0.92,2.793968018,2,0.08,1,2.3952,0,0
uymjqilwrneprkp,0,14,7731,357.1428571,515.4,23.80952381,0.933333333,0.933333333,1.631899891,13,278418,13719.92308,18561.2,914.6615385,0.866666667,0.866666667,1.400608729,3,0.2,1,3.912666667,1,0
usktlyuuboufwwb,0,14,8809,320.9285714,587.2666667,21.3952381,0.933333333,0.933333333,1.779817295,13,302606,9512.923077,20173.73333,634.1948718,0.866666667,0.866666667,1.490084844,5,0.333333333,1,3.309333333,1,0
wusoekqhwypwfks,0,14,8161,487.5,544.0666667,32.5,0.933333333,0.933333333,1.811423207,13,294660,19101.30769,19644,1273.420513,0.866666667,0.866666667,1.672027398,3,0.2,1,3.305333333,2,0
gzqivhq,0,6,3253,625,464.7142857,89.28571429,0.857142857,0.857142857,0.81988402,5,112743,33427.6,16106.14286,4775.371429,0.714285714,0.714285714,0.600671291,1,0.142857143,1,2.118571429,0,0
fqawqiuim,0,8,3720,546.75,413.3333333,60.75,0.888888889,0.888888889,0.96142473,7,129141,16090,14349,1787.777778,0.777777778,0.777777778,0.917275816,4,0.444444444,1,3.782222222,1,0
126r60lu1x0h816pi5ndls035i,0,25,21612,826.4,831.2307692,31.78461538,0.961538462,0.961538462,2.521739419,24,775769,28230.83333,29837.26923,1085.801282,0.923076923,0.923076923,2.976044793,3,0.115384615,1,2.23,1,0
1rg8xwv6d2df1uxd9by17mqnoa,0,25,18289,795.2,703.4230769,30.58461538,0.961538462,0.961538462,2.879800726,24,674265,31788.70833,25933.26923,1222.642628,0.923076923,0.923076923,2.611674237,3,0.115384615,1,2.269615385,2,0
xqokfaueegoic,0,12,4827,311,371.3076923,23.92307692,0.923076923,0.923076923,1.226664457,11,171440,10466.81818,13187.69231,805.1398601,0.846153846,0.846153846,0.892650362,7,0.538461538,1,4.972307692,4,0
dtyxsll,0,6,3836,339.6666667,548,48.52380952,0.857142857,0.857142857,0.763698423,5,129330,13326.4,18475.71429,1903.771429,0.714285714,0.714285714,0.72050708,0,0,1,3.93,0,0
ewohexsyqogp,0,11,5950,338.1818182,495.8333333,28.18181818,0.916666667,0.916666667,1.321961106,10,216599,15909.1,18049.91667,1325.758333,0.833333333,0.833333333,0.946027836,4,0.333333333,1,4.336666667,3,0
1x5j2x312e84otiwj5swhdxzct,0,25,19361,760.52,744.6538462,29.25076923,0.961538462,0.961538462,2.721020137,24,731647,29702.66667,28140.26923,1142.410256,0.923076923,0.923076923,2.575060593,3,0.115384615,1,2.328461538,0,0
xnqqkqruveep,0,11,6243,533.5454545,520.25,44.46212121,0.916666667,0.916666667,1.254554026,10,230619,18688.5,19218.25,1557.375,0.833333333,0.833333333,1.143882754,3,0.25,1,3.554166667,0,0
vmsaetqi,0,7,3504,365,438,45.625,0.875,0.875,0.82303828,6,109549,9104.5,13693.625,1138.0625,0.75,0.75,0.689514271,3,0.375,1,5.5,1,0
zhnlx3wm6syn1sixk79103xaja,0,25,19383,650.56,745.5,25.02153846,0.961538462,0.961538462,3.080480748,24,723097,26681.16667,27811.42308,1026.198718,0.923076923,0.923076923,2.646164921,3,0.115384615,1,2.735,1,0
thulnptga,0,8,4279,233.75,475.4444444,25.97222222,0.888888889,0.888888889,0.938838113,7,153725,8113.714286,17080.55556,901.5238095,0.777777778,0.777777778,0.742744854,2,0.222222222,1,4.831111111,0,0
xfvbajle,0,7,2718,466,339.75,58.25,0.875,0.875,0.833706073,6,87034,14679.16667,10879.25,1834.895833,0.75,0.75,0.704842937,2,0.25,1,3.7775,0,0
edpotrgsrf,0,9,4417,191.3333333,441.7,19.13333333,0.9,0.9,0.935415375,8,142885,5568.875,14288.5,556.8875,0.8,0.8,0.71698721,2,0.2,1,5.27,1,0
exepxptywuvsnnn,0,13,9149,376.8461538,609.9333333,25.12307692,0.866666667,0.933333333,1.761284099,13,328097,12316.76923,21873.13333,821.1179487,0.866666667,0.866666667,1.779217038,3,0.2,1,4.332,0,0
qdntq51kv2frpfjhgev1v8i816,0,25,16577,712.04,637.5769231,27.38615385,0.961538462,0.961538462,2.897061185,24,589233,25229.70833,22662.80769,970.3733974,0.923076923,0.923076923,2.997294215,2,0.076923077,1,2.252692308,0,0
gutblr,0,5,2239,239.4,373.1666667,39.9,0.833333333,0.833333333,0.604702841,4,68414,5555,11402.33333,925.8333333,0.666666667,0.666666667,0.386976126,1,0.166666667,1,4.186666667,1,0
figgkhkgtrfbrc,0,13,4573,321.4615385,326.6428571,22.96153846,0.928571429,0.928571429,1.663474704,12,148774,10264.16667,10626.71429,733.1547619,0.857142857,0.857142857,1.4764066,1,0.071428571,1,3.532142857,1,0
nfiekmts,0,7,2781,220.2857143,347.625,27.53571429,0.875,0.875,0.797457069,6,77369,5802.166667,9671.125,725.2708333,0.75,0.75,0.545571224,2,0.25,1,5.345,0,0
wsl1cf28ennjhtzkxkhqag3,0,22,12080,585.5454545,525.2173913,25.45849802,0.956521739,0.956521739,2.785582157,21,448757,22576.85714,19511.17391,981.6024845,0.913043478,0.913043478,2.729388358,2,0.086956522,1,3.018695652,0,0
cdzdpnvv,0,7,3224,471,403,58.875,0.875,0.875,1.079944697,6,91228,25658.83333,11403.5,3207.354167,0.75,0.75,0.82269864,0,0,1,2.855,0,0
mdahercia,0,8,2063,139.375,229.2222222,15.48611111,0.888888889,0.888888889,0.637572842,7,66583,1814,7398.111111,201.5555556,0.777777778,0.777777778,0.299296721,4,0.444444444,1,6.143333333,3,0
mcdjwkc,0,6,2258,523.6666667,322.5714286,74.80952381,0.857142857,0.857142857,0.91927294,5,71111,15757.2,10158.71429,2251.028571,0.714285714,0.714285714,0.716334242,0,0,1,2.574285714,0,0
hfhtuvireqftsw,0,13,6502,331.6923077,464.4285714,23.69230769,0.928571429,0.928571429,1.460559884,12,219942,9714.5,15710.14286,693.8928571,0.857142857,0.857142857,1.171819275,3,0.214285714,1,4.052857143,2,0
bgodrfnycecoswu,0,14,5688,249.8571429,379.2,16.65714286,0.933333333,0.933333333,1.518275941,13,183255,6019.923077,12217,401.3282051,0.866666667,0.866666667,1.128053043,4,0.266666667,1,4.448666667,3,0
gveuuqitpaocoyn,0,14,7158,306.8571429,477.2,20.45714286,0.933333333,0.933333333,1.584457217,13,236504,9219.538462,15766.93333,614.6358974,0.866666667,0.866666667,1.432884883,7,0.466666667,1,4.809333333,3,0
jkedxkxencig,0,11,4259,390.4545455,354.9166667,32.53787879,0.916666667,0.916666667,1.096996863,10,149750,11569,12479.16667,964.0833333,0.833333333,0.833333333,0.987911247,3,0.25,1,4.01,0,0
ythwluoj,0,7,4555,329.7142857,569.375,41.21428571,0.875,0.875,0.914457483,6,152355,13466.5,19044.375,1683.3125,0.75,0.75,0.695900779,2,0.25,1,3.40875,0,0
wdwyvuhkj,0,8,5026,535.5,558.4444444,59.5,0.888888889,0.888888889,1.262879077,7,176022,17518,19558,1946.444444,0.777777778,0.777777778,0.983591553,1,0.111111111,1,1.882222222,0,0
xpxrhryegk,0,9,5300,403.3333333,530,40.33333333,0.9,0.9,1.242163437,8,192130,18608.625,19213,1860.8625,0.8,0.8,0.94538966,1,0.1,1,3.535,3,0
tabbgnilldxnxm,0,13,5154,299.6923077,368.1428571,21.40659341,0.928571429,0.928571429,1.486598558,12,161827,7384.166667,11559.07143,527.4404762,0.857142857,0.857142857,1.151780709,2,0.142857143,1,4.237857143,3,0
qmyxgqkegkwp,0,11,5821,568.0909091,485.0833333,47.34090909,0.916666667,0.916666667,1.432218378,10,188588,21347.9,15715.66667,1778.991667,0.833333333,0.833333333,1.364034014,1,0.083333333,1,2.3775,3,0
1t04bu91qk20eayhz9cku3c7er,0,25,17955,737.8,690.5769231,28.37692308,0.961538462,0.961538462,2.598058855,24,675373,30204.04167,25975.88462,1161.69391,0.923076923,0.923076923,2.654946387,5,0.192307692,1,2.627692308,0,0
abphr,0,4,918,288.5,183.6,57.7,0.8,0.8,0.513416722,3,24020,8055.333333,4804,1611.066667,0.6,0.6,0.360451804,1,0.2,1,4.706,0,0
fyzjn,0,4,2469,661.75,493.8,132.35,0.8,0.8,0.600358384,3,80230,29614.33333,16046,5922.866667,0.6,0.6,0.431342223,0,0,1,2.138,0,0
lvbvrxdntn,0,9,5042,462.4444444,504.2,46.24444444,0.9,0.9,1.267614445,8,163442,17924.125,16344.2,1792.4125,0.8,0.8,1.160166644,0,0,1,3.84,0,0
1q8nne41xyrnddgwgw9fn2w0o9,0,24,17427,752.4166667,670.2692308,28.93910256,0.923076923,0.961538462,2.52831406,24,640192,28113.08333,24622.76923,1081.272436,0.923076923,0.923076923,2.544888806,2,0.076923077,1,2.628461538,1,0
rcpacapmujya,0,11,4518,258.0909091,376.5,21.50757576,0.916666667,0.916666667,1.182877853,10,136717,5594,11393.08333,466.1666667,0.833333333,0.833333333,0.845158259,4,0.333333333,1,4.739166667,3,0
bobzdgpz,0,7,2566,423.8571429,320.75,52.98214286,0.875,0.875,0.950131243,6,74713,15527.5,9339.125,1940.9375,0.75,0.75,0.806045716,1,0.125,1,2.71875,1,0
jrpcdluih,0,8,3321,342.625,369,38.06944444,0.888888889,0.888888889,1.103489952,7,114149,9969.714286,12683.22222,1107.746032,0.777777778,0.777777778,0.850822767,2,0.222222222,1,3.874444444,0,0
dlpdibbaosmrjtc,0,14,5122,292.5,341.4666667,19.5,0.933333333,0.933333333,1.712785003,13,166724,8140.769231,11114.93333,542.7179487,0.866666667,0.866666667,1.378651333,3,0.2,1,4.632666667,1,0
vmdrtmswjcmg,0,11,5729,395.8181818,477.4166667,32.98484848,0.916666667,0.916666667,1.49607614,10,199858,11843,16654.83333,986.9166667,0.833333333,0.833333333,1.286152556,0,0,1,3.484166667,2,0
whgdugcqmvhn,0,11,4760,496.3636364,396.6666667,41.36363636,0.916666667,0.916666667,1.631388893,10,169976,19394.7,14164.66667,1616.225,0.833333333,0.833333333,1.39530838,1,0.083333333,1,2.7125,1,0
rxwcrsbcfas,0,10,4184,344.5,380.3636364,31.31818182,0.909090909,0.909090909,1.223576978,9,158022,9215,14365.63636,837.7272727,0.818181818,0.818181818,0.991210765,1,0.090909091,1,4.430909091,1,0
txgnvvnvonctxk,0,11,8116,493.6363636,579.7142857,35.25974026,0.785714286,0.928571429,1.336283089,12,274510,16069.25,19607.85714,1147.803571,0.857142857,0.857142857,1.453576375,1,0.071428571,1,3.68,1,0
hbreujjnel,0,9,3289,318.4444444,328.9,31.84444444,0.9,0.9,0.930001089,8,118541,8329.5,11854.1,832.95,0.8,0.8,0.796882583,3,0.3,1,4.575,2,0
llfanisep,0,8,2742,101.5,304.6666667,11.27777778,0.888888889,0.888888889,0.554075001,7,97616,1507,10846.22222,167.4444444,0.777777778,0.777777778,0.2715676,3,0.333333333,1,5.88,4,0
juqwkpvrs,0,8,5087,540.375,565.2222222,60.04166667,0.888888889,0.888888889,1.114806146,7,167896,24781.85714,18655.11111,2753.539683,0.777777778,0.777777778,0.985285523,1,0.111111111,1,2.698888889,0,0
1jjcgb11mmtru8r7xsa1xqk8zh,0,25,17477,738.44,672.1923077,28.40153846,0.961538462,0.961538462,2.809199636,24,627253,24918.5,24125.11538,958.4038462,0.923076923,0.923076923,2.801079112,2,0.076923077,1,2.399615385,0,0
jhlxlljxyoidnhu,0,14,6772,429.5,451.4666667,28.63333333,0.933333333,0.933333333,1.846680132,13,246126,15804.46154,16408.4,1053.630769,0.866666667,0.866666667,1.614373214,3,0.2,1,3.364666667,1,0
gnalluveldknufk,0,14,5790,263.5714286,386,17.57142857,0.933333333,0.933333333,1.482686796,13,212040,5525.846154,14136,368.3897436,0.866666667,0.866666667,1.012752702,4,0.266666667,1,4.279333333,3,0
ec5ji01h3cl8oao9pli3kdkvu,0,24,14080,718.2083333,563.2,28.72833333,0.96,0.96,2.443622746,23,503441,24641.78261,20137.64,985.6713043,0.92,0.92,3.019133481,7,0.28,1,3.3648,0,0
bmz0g51ojq98yf8nvdali6o48,0,24,16866,803.375,674.64,32.135,0.96,0.96,2.261405126,23,595859,33625.86957,23834.36,1345.034783,0.92,0.92,2.077054842,4,0.16,1,2.4272,0,0
doequ,0,4,1464,270.25,292.8,54.05,0.8,0.8,0.499225815,3,31659,5272,6331.8,1054.4,0.6,0.6,0.257225447,3,0.6,1,4.734,2,0
kvzjwitdlm,0,9,5003,473.4444444,500.3,47.34444444,0.9,0.9,1.129911467,8,173549,17391.125,17354.9,1739.1125,0.8,0.8,0.916663908,1,0.1,1,3.051,2,0
cjbhsirbtiiojcf,0,14,4814,353.8571429,320.9333333,23.59047619,0.933333333,0.933333333,1.731387731,13,179452,9839.923077,11963.46667,655.9948718,0.866666667,0.866666667,1.504320955,4,0.266666667,1,4.409333333,1,0
pgmtexopgd,0,8,4443,369.625,444.3,36.9625,0.8,0.9,0.97482193,8,159818,6205,15981.8,620.5,0.8,0.8,0.785219354,2,0.2,1,4.102,0,0
fqtdcttl,0,7,3250,449.5714286,406.25,56.19642857,0.875,0.875,0.849507004,6,95459,12576.83333,11932.375,1572.104167,0.75,0.75,0.714853559,0,0,1,4.00625,0,0
akiziaxgmkw,0,10,4010,329.7,364.5454545,29.97272727,0.909090909,0.909090909,1.286436372,9,136847,10442.22222,12440.63636,949.2929293,0.818181818,0.818181818,0.997829482,4,0.363636364,1,4.147272727,0,0
tezl3svzyrezuy59quuk2jsm,0,22,17683,599.2272727,736.7916667,24.96780303,0.916666667,0.958333333,2.671518602,22,645096,22955,26879,956.4583333,0.916666667,0.916666667,2.56741659,5,0.208333333,1,3.024583333,1,0
vopgiowjjqqew,0,12,6019,469.25,463,36.09615385,0.923076923,0.923076923,1.362789267,11,221806,17365.54545,17062,1335.811189,0.846153846,0.846153846,1.251831845,4,0.307692308,1,3.25,1,0
2gjzz71r8kxfc5nr5if3oebc,0,23,15480,816.4782609,645,34.01992754,0.958333333,0.958333333,2.505980075,22,586233,33383.77273,24426.375,1390.99053,0.916666667,0.916666667,2.370184035,3,0.125,1,2.692083333,1,0
wtsvok,0,5,3659,283.8,609.8333333,47.3,0.833333333,0.833333333,0.633757315,4,118323,6899.5,19720.5,1149.916667,0.666666667,0.666666667,0.442789491,1,0.166666667,1,4.06,1,0
tlqpdixo,0,7,3707,454.8571429,463.375,56.85714286,0.875,0.875,0.892131885,6,106941,15707,13367.625,1963.375,0.75,0.75,0.710869225,2,0.25,1,4.06375,0,0
mbgpuoyapddwna,0,13,5773,303.7692308,412.3571429,21.6978022,0.928571429,0.928571429,1.712361414,12,200255,8399.583333,14303.92857,599.9702381,0.857142857,0.857142857,1.403455775,4,0.285714286,1,4.184285714,1,0
wacvmpsfvvqua,0,12,6737,434.4166667,518.2307692,33.41666667,0.923076923,0.923076923,1.442580269,11,226832,14715.36364,17448.61538,1131.951049,0.846153846,0.846153846,1.235716692,3,0.230769231,1,3.519230769,1,0
mvebtqacjap,0,10,3289,353.1,299,32.1,0.909090909,0.909090909,1.170836699,9,124107,9483,11282.45455,862.0909091,0.818181818,0.818181818,1.026006628,3,0.272727273,1,4.460909091,1,0
lplval,0,5,2267,196.4,377.8333333,32.73333333,0.833333333,0.833333333,0.502271633,4,85585,6924.25,14264.16667,1154.041667,0.666666667,0.666666667,0.32269503,1,0.166666667,1,4.596666667,0,0
f3j4b0j0whj71t7ijbn1orc89d,0,25,17378,885.32,668.3846154,34.05076923,0.961538462,0.961538462,2.5129178,24,609198,35195.16667,23430.69231,1353.660256,0.923076923,0.923076923,2.518690637,2,0.076923077,1,2.083846154,1,0
xqjlmirz,0,7,3753,591.2857143,469.125,73.91071429,0.875,0.875,0.694200458,6,116938,18742,14617.25,2342.75,0.75,0.75,0.594329641,1,0.125,1,2.99625,0,0
fyzcsyuwun,0,9,6257,416.6666667,625.7,41.66666667,0.9,0.9,1.272093053,8,208202,15731.5,20820.2,1573.15,0.8,0.8,1.089651924,2,0.2,1,2.982,0,0
vgeegghyekrve,0,12,5065,255.5833333,389.6153846,19.66025641,0.923076923,0.923076923,1.432523113,11,161656,7771.181818,12435.07692,597.7832168,0.846153846,0.846153846,1.151569922,4,0.307692308,1,4.713076923,3,0
hwwbl,0,4,2036,437.25,407.2,87.45,0.8,0.8,0.579223069,3,75391,17159,15078.2,3431.8,0.6,0.6,0.440837126,0,0,1,2.376,0,0
vlwrqmnchfuq,0,11,5700,466.2727273,475,38.85606061,0.916666667,0.916666667,1.486835603,10,186834,16917,15569.5,1409.75,0.833333333,0.833333333,1.142540729,1,0.083333333,1,2.908333333,0,0
axdud,0,4,1801,336.5,360.2,67.3,0.8,0.8,0.538831473,3,39321,8816.333333,7864.2,1763.266667,0.6,0.6,0.36873063,2,0.4,1,3.954,1,0
kblekf,0,5,1404,269.4,234,44.9,0.833333333,0.833333333,0.567371756,4,38566,4449,6427.666667,741.5,0.666666667,0.666666667,0.309564544,1,0.166666667,1,3.68,0,0
uqmoaruhhhgap,0,11,4921,401.9090909,378.5384615,30.91608392,0.846153846,0.923076923,1.207810275,11,186088,10915,14314.46154,839.6153846,0.846153846,0.846153846,1.194726349,5,0.384615385,1,4.265384615,2,0
1cma1cgi9ndezosoi731t84nfq,0,24,15926,607.7083333,612.5384615,23.37339744,0.923076923,0.961538462,2.526034454,24,596829,23006.75,22954.96154,884.875,0.923076923,0.923076923,2.437611826,6,0.230769231,1,3.610769231,1,0
rjuakgm,0,6,2419,362.3333333,345.5714286,51.76190476,0.857142857,0.857142857,0.850017148,5,82627,7848.2,11803.85714,1121.171429,0.714285714,0.714285714,0.592032113,2,0.285714286,1,3.891428571,0,0
gbhuaxybwkjpf,0,12,5393,467.1666667,414.8461538,35.93589744,0.923076923,0.923076923,1.799418704,11,182775,14855.54545,14059.61538,1142.734266,0.846153846,0.846153846,1.449354416,2,0.153846154,1,2.511538462,0,0
sncfcnnhtvjx,0,11,4774,434.0909091,397.8333333,36.17424242,0.916666667,0.916666667,1.443327583,10,167248,13093.6,13937.33333,1091.133333,0.833333333,0.833333333,1.244957792,0,0,1,3.794166667,0,0
gjqojaatgo,0,9,3098,422.7777778,309.8,42.27777778,0.9,0.9,1.082038638,8,108272,16091.5,10827.2,1609.15,0.8,0.8,0.782617299,4,0.4,1,4.55,2,0
yrhqmwutylvask,0,13,8228,364.3846154,587.7142857,26.02747253,0.928571429,0.928571429,1.669564386,12,285990,10471,20427.85714,747.9285714,0.857142857,0.857142857,1.209131866,2,0.142857143,1,3.587857143,2,0
2tc69pcrpm2qjznxys1nhgffw,0,24,15462,632.3333333,618.48,25.29333333,0.96,0.96,3.043930931,23,578982,24222.17391,23159.28,968.8869565,0.92,0.92,2.889967527,0,0,1,2.4948,0,0
fvftbtqamrce,0,11,4573,413.7272727,381.0833333,34.47727273,0.916666667,0.916666667,1.385059849,10,170421,12478.6,14201.75,1039.883333,0.833333333,0.833333333,1.18821686,2,0.166666667,1,4.3475,2,0
ottvumpbhu,0,9,5007,284.3333333,500.7,28.43333333,0.9,0.9,1.132543385,8,179179,6931.625,17917.9,693.1625,0.8,0.8,0.829662259,3,0.3,1,3.848,0,0
aorxuf,0,5,2896,376,482.6666667,62.66666667,0.833333333,0.833333333,0.622133542,4,80857,19923.25,13476.16667,3320.541667,0.666666667,0.666666667,0.439309546,3,0.5,1,4.773333333,1,0
15yb5wx1ey3wvjivlwxhymy4xv,0,24,19519,755.5833333,750.7307692,29.06089744,0.923076923,0.961538462,2.928641964,24,707249,31637,27201.88462,1216.807692,0.923076923,0.923076923,2.616785092,2,0.076923077,1,1.841538462,1,0
ufekjgqfbguyep,0,13,5078,494.9230769,362.7142857,35.35164835,0.928571429,0.928571429,1.736298217,12,186256,14297.66667,13304,1021.261905,0.857142857,0.857142857,1.505576167,4,0.285714286,1,3.106428571,3,0
iaqkbmpnato,0,10,3682,326.3,334.7272727,29.66363636,0.909090909,0.909090909,0.968630335,9,111677,12407.55556,10152.45455,1127.959596,0.818181818,0.818181818,0.964414168,4,0.363636364,1,5.117272727,3,0
qngkhgnfrgxpf,0,12,5344,409.4166667,411.0769231,31.49358974,0.923076923,0.923076923,1.588120967,11,180890,17389.18182,13914.61538,1337.629371,0.846153846,0.846153846,1.374398219,0,0,1,2.882307692,0,0
dd12071h5p3isqezvxr16k41j1,0,25,19393,757.04,745.8846154,29.11692308,0.961538462,0.961538462,3.172229958,24,722503,26449.625,27788.57692,1017.293269,0.923076923,0.923076923,2.973480138,2,0.076923077,1,1.906923077,1,0
mgfultxl,0,7,3750,385.4285714,468.75,48.17857143,0.875,0.875,0.971218813,6,108699,8106.5,13587.375,1013.3125,0.75,0.75,0.609130882,1,0.125,1,3.34625,0,0
urpvdpfwysvcc,0,12,7131,414.1666667,548.5384615,31.85897436,0.923076923,0.923076923,1.698475817,11,267717,13263.18182,20593.61538,1020.244755,0.846153846,0.846153846,1.532674023,1,0.076923077,1,3.096153846,0,0
wnpnuxuims,0,9,5699,316.7777778,569.9,31.67777778,0.9,0.9,1.220529324,8,198345,9177.75,19834.5,917.775,0.8,0.8,0.869241531,3,0.3,1,4.073,3,0
